u,x1,x2
0.11935578662874113,-0.009982563832597076 -0.012310973327563703 29.29412017442415,-0.01037591811122406 -0.015489400193014414 30.0187923540364
0.10915133519617753,-0.01037591811122406 -0.015489400193014414 30.0187923540364,-0.01039621328964359 -0.010238334303140226 30.96385278091522
0.10348661887664645,-0.01039621328964359 -0.010238334303140226 30.96385278091522,-0.010395711469276498 -0.007510578649939155 31.436913657754427
0.12359602913886758,-0.010395711469276498 -0.007510578649939155 31.436913657754427,-0.01035998543903598 -0.00801705257697401 32.09930190186693
0.13401017977234195,-0.01035998543903598 -0.00801705257697401 32.09930190186693,-0.011294750722974608 -0.02084533279403812 33.15481529938075
0.13869937404129096,-0.011294750722974608 -0.02084533279403812 33.15481529938075,-0.012148655889721846 -0.0256732010797877 34.51575058659848
0.10717474085158998,-0.012148655889721846 -0.0256732010797877 34.51575058659848,-0.012123585401636942 -0.012745860709052599 35.16076156342416
-0.08400064314901856,-0.012123585401636942 -0.012745860709052599 35.16076156342416,-0.012050455035499012 0.012730718590079616 32.79054885393302
-0.08400064314901856,-0.012050455035499012 0.012730718590079616 32.79054885393302,-0.008745903521163735 0.05748445342588344 28.82330060700192
-0.08400064314901856,-0.008745903521163735 0.05748445342588344 28.82330060700192,-0.0034744032264655026 0.1013684332935655 24.831067040591126
-0.08400064314901856,-0.0034744032264655026 0.1013684332935655 24.831067040591126,0.004432598580261977 0.1511381837882602 20.885126914997667
-0.08400064314901856,0.004432598580261977 0.1511381837882602 20.885126914997667,0.014442702897533747 0.19719999317171805 17.284901652488756
-0.08400064314901856,0.014442702897533747 0.19719999317171805 17.284901652488756,0.026659331970420676 0.24278328744823596 13.805720995381684
0.7643004310890747,0.026659331970420676 0.24278328744823596 13.805720995381684,0.03674091638742698 0.14696161011396552 21.778502238615225
0.9725559997373083,0.03674091638742698 0.14696161011396552 21.778502238615225,0.03462656261936024 -0.041185126875251166 41.42042638908329
0.918101375312135,0.03462656261936024 -0.041185126875251166 41.42042638908329,0.023265219331366254 -0.22578843442104188 61.80983897301408
0.6128868529412185,0.023265219331366254 -0.22578843442104188 61.80983897301408,0.0034479666057747266 -0.37104727132739035 76.83386142132659
0.224603978616213,0.0034479666057747266 -0.37104727132739035 76.83386142132659,-0.017642045363528893 -0.40857174657244427 82.28509055784644
-0.20433401513060756,-0.017642045363528893 -0.40857174657244427 82.28509055784644,-0.03571341102823504 -0.34550697926989166 77.79090417313131
-0.4708058174015952,-0.03571341102823504 -0.34550697926989166 77.79090417313131,-0.04684062349583684 -0.21550097321403539 64.64545305932495
-0.5495244826409248,-0.04684062349583684 -0.21550097321403539 64.64545305932495,-0.048660498889407065 -0.04621824445854568 48.21948731484556
-0.46807165883790103,-0.048660498889407065 -0.04621824445854568 48.21948731484556,-0.04311931681662502 0.09954834329553945 32.39882751614978
-0.22240884411388068,-0.04311931681662502 0.09954834329553945 32.39882751614978,-0.032296386230113217 0.19491899058258133 21.571226550602816
0.050273191633541964,-0.032296386230113217 0.19491899058258133 21.571226550602816,-0.02042950365616207 0.2189798181806497 17.988995573852037
0.30075684919436424,-0.02042950365616207 0.2189798181806497 17.988995573852037,-0.011301279254225473 0.17052832583901528 21.12366034512044
0.4533992057689171,-0.011301279254225473 0.17052832583901528 21.12366034512044,-0.006137589714664095 0.08985385397524204 28.88584418054952
0.4609846209158548,-0.006137589714664095 0.08985385397524204 28.88584418054952,-0.006872003718563209 -0.012207217591340067 38.10811252977609
0.38875400535277427,-0.006872003718563209 -0.012207217591340067 38.10811252977609,-0.01231445508193392 -0.10272010498671959 46.2395047877543
0.21562346059207918,-0.01231445508193392 -0.10272010498671959 46.2395047877543,-0.019889495743551422 -0.14650166871208126 50.819120586548415
0.011068829624223675,-0.019889495743551422 -0.14650166871208126 50.819120586548415,-0.026922035562310154 -0.1372149004382675 50.20119298138353
-0.134713528877502,-0.026922035562310154 -0.1372149004382675 50.20119298138353,-0.031726377022909105 -0.09326961871706575 45.85853286873141
-0.19212499538990174,-0.031726377022909105 -0.09326961871706575 45.85853286873141,-0.03191000125589279 -0.015583083818630637 38.78822960408069
-0.17477286321940028,-0.03191000125589279 -0.015583083818630637 38.78822960408069,-0.02967312082360354 0.04265321696993968 31.620499058677602
-0.05125661403168902,-0.02967312082360354 0.04265321696993968 31.620499058677602,-0.025113343115952973 0.079781273521055 26.86138542231494
0.050877747803398404,-0.025113343115952973 0.079781273521055 26.86138542231494,-0.019844608547057573 0.09406145869797372 25.096798664846744
0.14752424298429917,-0.019844608547057573 0.09406145869797372 25.096798664846744,-0.015480002806017534 0.0791435401700771 25.714901353112378
0.2223808598954389,-0.015480002806017534 0.0791435401700771 25.714901353112378,-0.012897441796952035 0.04480246619576561 28.516970627775066
0.2382470158721952,-0.012897441796952035 0.04480246619576561 28.516970627775066,-0.013013054120472715 -0.0024055234689223893 32.16101855055507
0.2073835746127359,-0.013013054120472715 -0.0024055234689223893 32.16101855055507,-0.015319311931979886 -0.044500530478371686 35.78777856950463
0.12449571388952338,-0.015319311931979886 -0.044500530478371686 35.78777856950463,-0.01841284475715747 -0.062412938248201884 37.41584215229693
0.030449449489497904,-0.01841284475715747 -0.062412938248201884 37.41584215229693,-0.02105207977910106 -0.05437594241852638 36.761803351068274
-0.03117917338741183,-0.02105207977910106 -0.05437594241852638 36.761803351068274,-0.022808908688657925 -0.03507399173536024 34.49201330077559
-0.04543995695544151,-0.022808908688657925 -0.03507399173536024 34.49201330077559,-0.022241895508721292 0.0015093080304529275 31.408159330960036
-0.037101231523504585,-0.022241895508721292 0.0015093080304529275 31.408159330960036,-0.019993094562593895 0.03608471668530276 28.167053658835233
0.030012257235867618,-0.019993094562593895 0.03608471668530276 28.167053658835233,-0.01685926918765401 0.05343891711316408 26.14257699111165
0.1088217778380565,-0.01685926918765401 0.05343891711316408 26.14257699111165,-0.014690769154590796 0.040719635679854926 25.991509446680546
0.16625230077030168,-0.014690769154590796 0.040719635679854926 25.991509446680546,-0.013862268260352188 0.013670664444434816 27.836500698291285
0.15773010893503925,-0.013862268260352188 0.013670664444434816 27.836500698291285,-0.013893527168803009 -0.006003259399731342 29.836368866229314
0.11766844210937875,-0.013893527168803009 -0.006003259399731342 29.836368866229314,-0.01484744846956069 -0.020549220270723756 31.170794208013398
0.08730903450158697,-0.01484744846956069 -0.020549220270723756 31.170794208013398,-0.01662321533967101 -0.03398995678356315 31.525754001790087
0.05382844382123886,-0.01662321533967101 -0.03398995678356315 31.525754001790087,-0.018392128717269484 -0.03604635928684322 31.400217244349104
0.006134464662715944,-0.018392128717269484 -0.03604635928684322 31.400217244349104,-0.018768825929452976 -0.015133976433851642 29.966440995523396
-0.018478037172614425,-0.018768825929452976 -0.015133976433851642 29.966440995523396,-0.017872732072032722 0.011299021981320887 27.76330466257642
0.015221167993960505,-0.017872732072032722 0.011299021981320887 27.76330466257642,-0.016504163437813836 0.023310297427467343 25.704390180182493
0.06906123489234373,-0.016504163437813836 0.023310297427467343 25.704390180182493,-0.015176133890829136 0.022195999804021017 25.10818377494209
0.09487912788776645,-0.015176133890829136 0.022195999804021017 25.10818377494209,-0.014332247434307784 0.01346101819127654 25.50248957771783
0.10130401796045299,-0.014332247434307784 0.01346101819127654 25.50248957771783,-0.013895006068107441 0.004432778622831512 26.04988977744768
0.09277877496814912,-0.013895006068107441 0.004432778622831512 26.04988977744768,-0.013469770851235284 0.0021313142703559117 26.66531156199185
0.08053576868230647,-0.013469770851235284 0.0021313142703559117 26.66531156199185,-0.014424130704845625 -0.014715757492845526 26.830699641514062
0.08469082215418797,-0.014424130704845625 -0.014715757492845526 26.830699641514062,-0.015719012169706326 -0.026748785894732126 27.241335376602837
0.03601605317268658,-0.015719012169706326 -0.026748785894732126 27.241335376602837,-0.016147810285926385 -0.015245725209102846 26.85604663251789
-0.0027941781269802124,-0.016147810285926385 -0.015245725209102846 26.85604663251789,-0.01571099792945165 0.0036981580976271564 25.35827501694637
0.01675866415996638,-0.01571099792945165 0.0036981580976271564 25.35827501694637,-0.014785654206031293 0.014430884586385768 23.77288784917557
0.05385001158789629,-0.014785654206031293 0.014430884586385768 23.77288784917557,-0.013873900210293394 0.014808794258223035 22.849396243225225
0.07589322840283924,-0.013873900210293394 0.014808794258223035 22.849396243225225,-0.013485007860058346 0.006596873586630718 22.974484510722732
0.07873609864457928,-0.013485007860058346 0.006596873586630718 22.974484510722732,-0.013504826616556241 -0.0022884405913666025 23.36031610129102
0.06440386260656825,-0.013504826616556241 -0.0022884405913666025 23.36031610129102,-0.013029532886610922 0.0020141649657996648 23.38657594644665
0.046326197123982865,-0.013029532886610922 0.0020141649657996648 23.38657594644665,-0.013103951596724782 -0.0008798896857497641 23.12539729832224
0.06177393966297484,-0.013103951596724782 -0.0008798896857497641 23.12539729832224,-0.013494489538665598 -0.008542468348487094 22.71909166271756
0.051947886212098754,-0.013494489538665598 -0.008542468348487094 22.71909166271756,-0.013951012201181173 -0.010764365600313457 22.49553866834919
0.02626107303718675,-0.013951012201181173 -0.010764365600313457 22.49553866834919,-0.0144426049700388 -0.009771036038831308 22.060642209448662
0.014305819414168974,-0.0144426049700388 -0.009771036038831308 22.060642209448662,-0.01392406026561823 0.0035868352491332384 20.927990132768272
0.00784881937380788,-0.01392406026561823 0.0035868352491332384 20.927990132768272,-0.012595643542042428 0.020150385382557423 19.623927903266054
0.035590348149304424,-0.012595643542042428 0.020150385382557423 19.623927903266054,-0.011285142192083649 0.023319048774907328 18.821164111752402
0.0780668590956986,-0.011285142192083649 0.023319048774907328 18.821164111752402,-0.01037302316639149 0.015195440093588041 18.731109712584235
0.09274828750441491,-0.01037302316639149 0.015195440093588041 18.731109712584235,-0.010420913148918198 -0.000660763825503642 19.3432734042732
0.08236285559660916,-0.010420913148918198 -0.000660763825503642 19.3432734042732,-0.011366941621226864 -0.017093687210973887 20.244938169155606
0.04933457972978007,-0.011366941621226864 -0.017093687210973887 20.244938169155606,-0.012240642853474318 -0.01968132163103755 20.46840216881336
0.007858679170202859,-0.012240642853474318 -0.01968132163103755 20.46840216881336,-0.012209269044232224 -0.005154708549109901 19.57986695975933
-0.005651147610260809,-0.012209269044232224 -0.005154708549109901 19.57986695975933,-0.011318632885130192 0.012495628352174997 18.223072945994936
0.021747937502165776,-0.011318632885130192 0.012495628352174997 18.223072945994936,-0.010423004361749274 0.016233370713140616 17.09896994013691
0.06173860828075822,-0.010423004361749274 0.016233370713140616 17.09896994013691,-0.00948603502008905 0.01419584524265807 16.65682609202707
0.07071227932251839,-0.00948603502008905 0.01419584524265807 16.65682609202707,-0.009578594867652562 0.0005104276572333356 17.027641512066264
0.07209756888822626,-0.009578594867652562 0.0005104276572333356 17.027641512066264,-0.010026113299423016 -0.010144535876885092 17.676807540051538
0.04173852983217824,-0.010026113299423016 -0.010144535876885092 17.676807540051538,-0.01047981610620031 -0.011066646476373324 17.749428630482353
0.017135603730092264,-0.01047981610620031 -0.011066646476373324 17.749428630482353,-0.009994173310692803 0.002623545478651762 17.058928111463334
0.010758952507134323,-0.009994173310692803 0.002623545478651762 17.058928111463334,-0.009598262025922394 0.007678529023185417 16.180004840244095
0.04262146560183705,-0.009598262025922394 0.007678529023185417 16.180004840244095,-0.00910414676531172 0.006831379865710724 15.695561594040184
0.05148128769826353,-0.00910414676531172 0.006831379865710724 15.695561594040184,-0.008655334098578164 0.0057452026344531545 15.464769769420387
0.05065972493539472,-0.008655334098578164 0.0057452026344531545 15.464769769420387,-0.008698288500427337 -0.0005481371617876356 15.416813461611913
0.050903692695525055,-0.008698288500427337 -0.0005481371617876356 15.416813461611913,-0.009158382690883888 -0.008662718675598174 15.5391856540089
0.03512026449410596,-0.009158382690883888 -0.008662718675598174 15.5391856540089,-0.00961074447265869 -0.010260040526945216 15.544108608227049
0.01202662057373148,-0.00961074447265869 -0.010260040526945216 15.544108608227049,-0.009592737875633224 -0.002868790214314583 14.901944652147506
0.0034987753278871436,-0.009592737875633224 -0.002868790214314583 14.901944652147506,-0.009133514175867352 0.0062938183112475 13.827005247571707
0.015879195566288265,-0.009133514175867352 0.0062938183112475 13.827005247571707,-0.007766882841927507 0.01989108413155091 12.959122423466436
0.03352142302813374,-0.007766882841927507 0.01989108413155091 12.959122423466436,-0.00695470646572771 0.016876683192609744 12.668858406856844
0.07299489425021535,-0.00695470646572771 0.016876683192609744 12.668858406856844,-0.006463732600277486 0.007028299342402499 12.98054482719119
0.07200831315520423,-0.006463732600277486 0.007028299342402499 12.98054482719119,-0.00648653500736029 -0.002049095834237318 13.507261152622826
0.05642534003954894,-0.00648653500736029 -0.002049095834237318 13.507261152622826,-0.006964369295641554 -0.009629642957083332 13.883284767479937
0.03903309213357868,-0.006964369295641554 -0.009629642957083332 13.883284767479937,-0.007876409551314165 -0.01659555016251766 13.988610605008839
0.019130211655198653,-0.007876409551314165 -0.01659555016251766 13.988610605008839,-0.008299396963062295 -0.011599661137344352 13.78544722984289
-0.006155087389722258,-0.008299396963062295 -0.011599661137344352 13.78544722984289,-0.007834465950666798 0.003991707828905301 12.848664749863243
-0.0004627007227481633,-0.007834465950666798 0.003991707828905301 12.848664749863243,-0.006927836410998428 0.014838336635617282 11.605084136437624
0.03364148001524771,-0.006927836410998428 0.014838336635617282 11.605084136437624,-0.005561589440915324 0.021378352297476387 10.988113392404095
0.05860218776729958,-0.005561589440915324 0.021378352297476387 10.988113392404095,-0.004735560109462861 0.015291191236477025 11.27379136144265
0.08341727175160438,-0.004735560109462861 0.015291191236477025 11.27379136144265,-0.004295009883634111 0.005371676444116217 12.242738786833439
0.08008095653431865,-0.004295009883634111 0.005371676444116217 12.242738786833439,-0.004776239907778666 -0.009099735497793714 13.21194752853757
0.06926712794643071,-0.004776239907778666 -0.009099735497793714 13.21194752853757,-0.005175514825513208 -0.012664787344374434 13.801349851335958
0.03791764941981442,-0.005175514825513208 -0.012664787344374434 13.801349851335958,-0.006125508237922553 -0.01715046142348745 13.896146329394018
0.0301472407165764,-0.006125508237922553 -0.01715046142348745 13.896146329394018,-0.006985646586593284 -0.018013478550272594 13.72533523032488
0.010257473628330224,-0.006985646586593284 -0.018013478550272594 13.72533523032488,-0.006964805781374026 -0.005272265320710451 13.297562647100436
-0.002299243239455989,-0.006964805781374026 -0.005272265320710451 13.297562647100436,-0.006525779443773677 0.006057136759369662 12.31280856837053
0.02458794256709959,-0.006525779443773677 0.006057136759369662 12.31280856837053,-0.005113805482895459 0.019525233239692925 11.472706095158028
0.047907972208100794,-0.005113805482895459 0.019525233239692925 11.472706095158028,-0.003827782740393985 0.021852910996205073 11.320183225591062
0.08778528079200257,-0.003827782740393985 0.021852910996205073 11.320183225591062,-0.0034191696156112786 0.0075520983400920935 12.174547365978674
0.10562511902534091,-0.0034191696156112786 0.0075520983400920935 12.174547365978674,-0.003413113452570732 -0.004567801874010929 13.683722408905012
0.08312586773739443,-0.003413113452570732 -0.004567801874010929 13.683722408905012,-0.004354955194364202 -0.018138410046826252 14.812244870679471
0.06699779485269877,-0.004354955194364202 -0.018138410046826252 14.812244870679471,-0.00519120748220887 -0.02090232998460792 15.338372778225295
0.034244965716462794,-0.00519120748220887 -0.02090232998460792 15.338372778225295,-0.00658537866893792 -0.025160764952916005 15.390762817900706
0.02323175905995152,-0.00658537866893792 -0.025160764952916005 15.390762817900706,-0.006956880307084544 -0.014074158915416154 15.10911371865695
-0.0011647026158941587,-0.006956880307084544 -0.014074158915416154 15.10911371865695,-0.006983543057761091 -0.0025487793197067404 14.227538908152683
0.018868116448466865,-0.006983543057761091 -0.0025487793197067404 14.227538908152683,-0.006007198405274401 0.01162206728756162 13.22712773570806
0.03859177941285816,-0.006007198405274401 0.01162206728756162 13.22712773570806,-0.004696843130727471 0.02023228302974598 12.827103358679128
0.0741994763438874,-0.004696843130727471 0.02023228302974598 12.827103358679128,-0.0033744212202992366 0.02009412953041545 13.261797575951231
0.10514116414500028,-0.0033744212202992366 0.02009412953041545 13.261797575951231,-0.0034406647614656583 -1.239620617955392e-05 14.536693293090487
0.12240321127654913,-0.0034406647614656583 -1.239620617955392e-05 14.536693293090487,-0.0038220905106526445 -0.013595580141841677 16.077870045461648
0.08461364771950103,-0.0038220905106526445 -0.013595580141841677 16.077870045461648,-0.00524477783045844 -0.02675837373527222 17.241893719526292
0.061186581319964184,-0.00524477783045844 -0.02675837373527222 17.241893719526292,-0.007013244857932503 -0.034937852998679374 17.866379591258553
0.024616510126635488,-0.007013244857932503 -0.034937852998679374 17.866379591258553,-0.00785620075260254 -0.023045492993216052 17.733627108098027
-0.008275063002908561,-0.00785620075260254 -0.023045492993216052 17.733627108098027,-0.00830400963540165 -0.010248843552175625 16.497494747780976
0.009927648032038439,-0.00830400963540165 -0.010248843552175625 16.497494747780976,-0.006848922444379193 0.01591065480079897 15.227699074930365
0.02526667776213,-0.006848922444379193 0.01591065480079897 15.227699074930365,-0.005616558507296292 0.022909002548892173 14.559705413374974
0.09213232574708047,-0.005616558507296292 0.022909002548892173 14.559705413374974,-0.004671408617091172 0.014125950507299895 14.952673989798932
0.11619557904581734,-0.004671408617091172 0.014125950507299895 14.952673989798932,-0.004239372983405376 0.003233424533826435 16.19760461897975
0.10861503309556614,-0.004239372983405376 0.003233424533826435 16.19760461897975,-0.0052139208231025665 -0.01727405944301895 17.610143426712284
0.09769996793900543,-0.0052139208231025665 -0.01727405944301895 17.610143426712284,-0.006533628578114647 -0.02907648541831467 19.011723187982327
0.050508383286938296,-0.006533628578114647 -0.02907648541831467 19.011723187982327,-0.007884864239633686 -0.02900110359791635 19.49669637391402
0.020230947515255088,-0.007884864239633686 -0.02900110359791635 19.49669637391402,-0.008263519918732911 -0.014364471267155026 18.867123135216506
0.010170298329586935,-0.008263519918732911 -0.014364471267155026 18.867123135216506,-0.007808695814905222 0.002952538946611667 17.870419951139375
0.03565378241797515,-0.007808695814905222 0.002952538946611667 17.870419951139375,-0.006899330670319671 0.012437599751176925 17.1809585963196
0.07324638482534887,-0.006899330670319671 0.012437599751176925 17.1809585963196,-0.00644659798565343 0.006761113769890702 17.070246188317018
0.09961792916777348,-0.00644659798565343 0.006761113769890702 17.070246188317018,-0.005987093968754366 0.0023726495595684325 17.838046044607562
0.09001263807393824,-0.005987093968754366 0.0023726495595684325 17.838046044607562,-0.006541350054446785 -0.010365216466669063 19.007056666612794
0.09084680902707379,-0.006541350054446785 -0.010365216466669063 19.007056666612794,-0.007387110601955896 -0.020065765156537022 19.92265125048082
0.06450152069640074,-0.007387110601955896 -0.020065765156537022 19.92265125048082,-0.007806307856149549 -0.015155058565548333 20.293156012775988
0.040172938220056104,-0.007806307856149549 -0.015155058565548333 20.293156012775988,-0.0078281754607184 -0.005651098919126645 20.15595063914895
0.050478138809051165,-0.0078281754607184 -0.005651098919126645 20.15595063914895,-0.0078050545893803246 -0.0030134465238148807 19.81961599419613
0.07165247650574166,-0.0078050545893803246 -0.0030134465238148807 19.81961599419613,-0.007763035957460965 -0.0037960916401426036 19.722466175756626
0.0753549321280513,-0.007763035957460965 -0.0037960916401426036 19.722466175756626,-0.007800310247676834 -0.004915980903052831 20.201030515748133
0.07313349015264484,-0.007800310247676834 -0.004915980903052831 20.201030515748133,-0.007811735534150302 -0.005107113572503633 20.712407640903272
0.07406610450893472,-0.007811735534150302 -0.005107113572503633 20.712407640903272,-0.007787354922312325 -0.004853255955742859 20.95194869757743
0.07774833357708429,-0.007787354922312325 -0.004853255955742859 20.95194869757743,-0.007326440447285821 0.0007331368544877953 21.334647797322877
0.0806019686124834,-0.007326440447285821 0.0007331368544877953 21.334647797322877,-0.007372112772321374 -0.0033860386981243553 21.780213713260213
0.10191025383174375,-0.007372112772321374 -0.0033860386981243553 21.780213713260213,-0.0077700226789759845 -0.011989570867546989 22.35000463948883
0.0953639150775972,-0.0077700226789759845 -0.011989570867546989 22.35000463948883,-0.009174475339752488 -0.026547961299787082 23.364471216740995
0.0754913020987277,-0.009174475339752488 -0.026547961299787082 23.364471216740995,-0.009536117335964227 -0.017934723864107053 23.88594659058082
0.034558121162027444,-0.009536117335964227 -0.017934723864107053 23.88594659058082,-0.009584230610963477 -0.005675148075090923 23.468459125027426
0.05551195090187172,-0.009584230610963477 -0.005675148075090923 23.468459125027426,-0.009083170303851308 0.002815348883706369 23.01009374812104
0.08061358215309226,-0.009083170303851308 0.002815348883706369 23.01009374812104,-0.008623270213788583 0.0036069401742055054 22.941744094348774
0.10223527219997305,-0.008623270213788583 0.0036069401742055054 22.941744094348774,-0.00865089155831823 -0.004056337045629799 23.60663551073692
0.108403305232742,-0.00865089155831823 -0.004056337045629799 23.60663551073692,-0.00958441859355044 -0.019034630389380473 24.73192063819767
0.09546511023393184,-0.00958441859355044 -0.019034630389380473 24.73192063819767,-0.009496316902743582 -0.010992893409266298 25.467502552765446
0.0594335614246741,-0.009496316902743582 -0.010992893409266298 25.467502552765446,-0.010049738826486538 -0.011126396011244141 25.568142796481283
0.08556528366840388,-0.010049738826486538 -0.011126396011244141 25.568142796481283,-0.009926023753141609 -0.006926557397787199 25.541766335526855
0.08023920163022583,-0.009926023753141609 -0.006926557397787199 25.541766335526855,-0.009981763459108738 -0.005523425804141639 25.81158541381395
0.09129051957743552,-0.009981763459108738 -0.005523425804141639 25.81158541381395,-0.009979653717538976 -0.006039193151891322 26.36662029387774
0.09627624213831856,-0.009979653717538976 -0.006039193151891322 26.36662029387774,-0.00948882467486806 -0.00043217141554124233 26.78162597961759
0.0996946820176518,-0.00948882467486806 -0.00043217141554124233 26.78162597961759,-0.009541227364154145 -0.0046713982642054615 27.353896219097855
0.12163686176564148,-0.009541227364154145 -0.0046713982642054615 27.353896219097855,-0.009946655622389377 -0.01343786215663831 28.145280027950744
0.1157892114869146,-0.009946655622389377 -0.01343786215663831 28.145280027950744,-0.010878074014352144 -0.022121782103782878 29.298355851928005
0.09729502498044756,-0.010878074014352144 -0.022121782103782878 29.298355851928005,-0.011753706331959267 -0.02332881255258619 30.024641230673936
0.07644996597447423,-0.011753706331959267 -0.02332881255258619 30.024641230673936,-0.011702653809735066 -0.010030023985035084 30.0622533892841
0.07038028370528715,-0.011702653809735066 -0.010030023985035084 30.0622533892841,-0.011730353926878906 -0.004907950124047695 29.740247040950138
0.1027830406241528,-0.011730353926878906 -0.004907950124047695 29.740247040950138,-0.011693767317715001 -0.005986577572093518 30.017583264562937
0.11196191296728342,-0.011693767317715001 -0.005986577572093518 30.017583264562937,-0.011707307688081618 -0.0073936287117839245 30.783109553944552
0.1120978760817834,-0.011707307688081618 -0.0073936287117839245 30.783109553944552,-0.011692921045469082 -0.007551203849908816 31.374363737221167
0.11498846959104961,-0.011692921045469082 -0.007551203849908816 31.374363737221167,-0.011690130144009271 -0.0077153619562329925 31.992172056541804
0.11968786716459068,-0.011690130144009271 -0.0077153619562329925 31.992172056541804,-0.012167865586122546 -0.014092852255789356 32.868702156285046
0.12447015580153761,-0.012167865586122546 -0.014092852255789356 32.868702156285046,-0.013049576248531087 -0.022383198968154557 33.84402328958821
0.11158838231184443,-0.013049576248531087 -0.022383198968154557 33.84402328958821,-0.012978538147679486 -0.012160632239223024 34.41230671200597
0.0907226975100077,-0.012978538147679486 -0.012160632239223024 34.41230671200597,-0.013505155704922955 -0.012768494848924183 34.52980951440558
0.12045549470469957,-0.013505155704922955 -0.012768494848924183 34.52980951440558,-0.013888157162619312 -0.01544198407699623 35.121985041970845
0.11442757893189348,-0.013888157162619312 -0.01544198407699623 35.121985041970845,-0.013870386353138225 -0.010019460555674622 35.66801939245108
0.10896734658700127,-0.013870386353138225 -0.010019460555674622 35.66801939245108,-0.013423639877069913 -0.0017199179917543432 35.983611446384984
0.1265644558272827,-0.013423639877069913 -0.0017199179917543432 35.983611446384984,-0.013912780367016365 -0.011966416123650153 36.56680859289072
0.15360122692252842,-0.013912780367016365 -0.011966416123650153 36.56680859289072,-0.014299359997497102 -0.01778306890231459 37.85929625315475
0.12897852202725374,-0.014299359997497102 -0.01778306890231459 37.85929625315475,-0.01476768208174532 -0.017536227496991665 38.7247335990009
0.12185254546820107,-0.01476768208174532 -0.017536227496991665 38.7247335990009,-0.015203853566956152 -0.016596709230165412 39.25201693490998
0.12469359569907096,-0.015203853566956152 -0.016596709230165412 39.25201693490998,-0.01612411613935543 -0.02257893318914922 40.01687821425244
0.12670305999328546,-0.01612411613935543 -0.02257893318914922 40.01687821425244,-0.01601606595321774 -0.012648516291277143 40.434702693177236
0.10915416532884678,-0.01601606595321774 -0.012648516291277143 40.434702693177236,-0.016546762610870895 -0.013784697284066947 40.59302231259424
0.13733257405800192,-0.016546762610870895 -0.013784697284066947 40.59302231259424,-0.01694344302928845 -0.01664190428833922 41.33219125161394
0.13034790238167168,-0.01694344302928845 -0.01664190428833922 41.33219125161394,-0.01691252545678687 -0.010997275684156739 41.84009154668826
0.12553077522158207,-0.01691252545678687 -0.010997275684156739 41.84009154668826,-0.017402007335998556 -0.01447095168644349 42.2160131691245
0.143476305234697,-0.017402007335998556 -0.01447095168644349 42.2160131691245,-0.018286296862937774 -0.023200839720854297 43.127755884505284
0.1331927407082916,-0.018286296862937774 -0.023200839720854297 43.127755884505284,-0.01820509299455304 -0.0132981801098845 43.63462055585832
0.11072784548637779,-0.01820509299455304 -0.0132981801098845 43.63462055585832,-0.018740126519269894 -0.013974481267621623 43.74328824276487
0.13929788045396865,-0.018740126519269894 -0.013974481267621623 43.74328824276487,-0.019130861124560992 -0.016647863960306424 44.370596788282576
0.13294514509351849,-0.019130861124560992 -0.016647863960306424 44.370596788282576,-0.019092085006553478 -0.010937520191820996 44.709107719456924
0.12769588858462533,-0.019092085006553478 -0.010937520191820996 44.709107719456924,-0.01959534145705492 -0.01454862150671163 45.0634773632507
0.14447045760342914,-0.01959534145705492 -0.01454862150671163 45.0634773632507,-0.02000619641097553 -0.01726372194404241 45.82030248277992
0.13353594575858846,-0.02000619641097553 -0.01726372194404241 45.82030248277992,-0.01996563672846978 -0.011050288020479603 46.09345701076584
0.12905315711930643,-0.01996563672846978 -0.011050288020479603 46.09345701076584,-0.020947265674063766 -0.020582934183857288 46.54809759271824
0.146496124907709,-0.020947265674063766 -0.020582934183857288 46.54809759271824,-0.021283131159386647 -0.019188974246355114 47.11494733139645
0.11729370226398489,-0.021283131159386647 -0.019188974246355114 47.11494733139645,-0.021771544316370725 -0.01628675400151884 47.140475883791694
0.12177037448420264,-0.021771544316370725 -0.01628675400151884 47.140475883791694,-0.022689226455186676 -0.021822636216773317 47.40271003024215
0.12370795156679382,-0.022689226455186676 -0.021822636216773317 47.40271003024215,-0.022580512142180306 -0.011845345707850351 47.338885755429516
0.4103208304896582,-0.022580512142180306 -0.011845345707850351 47.338885755429516,-0.024357273436190173 -0.060110938158953124 51.18845884783859
0.4103208304896582,-0.024357273436190173 -0.060110938158953124 51.18845884783859,-0.030878887661766326 -0.13159018862752828 58.15311615127126
0.4103208304896582,-0.030878887661766326 -0.13159018862752828 58.15311615127126,-0.041412580951452574 -0.21296323166055378 64.56047043250886
0.4103208304896582,-0.041412580951452574 -0.21296323166055378 64.56047043250886,-0.055395470361300755 -0.2875182232613979 71.09376857826236
0.4103208304896582,-0.055395470361300755 -0.2875182232613979 71.09376857826236,-0.07419883777561552 -0.3771416003823729 76.88892128609805
0.4103208304896582,-0.07419883777561552 -0.3771416003823729 76.88892128609805,-0.09685569915435804 -0.46159290567974387 82.41432557467495
-1.0,-0.09685569915435804 -0.46159290567974387 82.41432557467495,-0.11751378670563846 -0.3251653402317737 69.11683342459419
-1.0,-0.11751378670563846 -0.3251653402317737 69.11683342459419,-0.11993723875225774 -0.0839625474690324 41.08450395935157
-1.0,-0.11993723875225774 -0.0839625474690324 41.08450395935157,-0.11182079441413498 0.1528347954248398 13.526369016411527
