u,x1,x2
0.0028873865466115256,-0.008699971539165343 -0.005830581867958215 16.402241988479553,-0.008264117379545865 0.005825985269548749 15.295077040580646
0.030772401279120454,-0.008264117379545865 0.005825985269548749 15.295077040580646,-0.00687267966164367 0.01903967602604148 14.58870626139128
0.05381621683933657,-0.00687267966164367 0.01903967602604148 14.58870626139128,-0.00605121462367409 0.015489848502629723 14.55332308231977
0.09398609805743027,-0.00605121462367409 0.015489848502629723 14.55332308231977,-0.0055653003206024764 0.0053835597423087045 15.195892710631847
0.09394886722690853,-0.0055653003206024764 0.0053835597423087045 15.195892710631847,-0.006060396395469461 -0.009736195248829294 16.148778739766954
0.08045464696337676,-0.006060396395469461 -0.009736195248829294 16.148778739766954,-0.006965217064179546 -0.01959665657356613 17.09069476133658
0.04728466820422386,-0.006965217064179546 -0.01959665657356613 17.09069476133658,-0.008344828576974201 -0.026108123007214646 17.57729225733881
0.022171805886753923,-0.008344828576974201 -0.026108123007214646 17.57729225733881,-0.00823397624838251 -0.008242510616100332 17.07972266540445
-0.003801892920613642,-0.00823397624838251 -0.008242510616100332 17.07972266540445,-0.00784011301750366 0.005756890109373862 15.888196810489628
0.035612565785140715,-0.00784011301750366 0.005756890109373862 15.888196810489628,-0.006888969399303126 0.013067019070611923 15.163545222565087
0.06306875578419202,-0.006888969399303126 0.013067019070611923 15.163545222565087,-0.006019699135339436 0.012904990222351207 15.262067114089398
0.08442894483815484,-0.006019699135339436 0.012904990222351207 15.262067114089398,-0.0055802741182044415 0.005422113060329954 15.758274884921441
0.09404861193870152,-0.0055802741182044415 0.005422113060329954 15.758274884921441,-0.006058257540870917 -0.009561840446743616 16.63685816692801
0.08506883138549656,-0.006058257540870917 -0.009561840446743616 16.63685816692801,-0.006963672454002904 -0.01985626659819795 17.675424504467475
0.051783379678784436,-0.006963672454002904 -0.01985626659819795 17.675424504467475,-0.007872348055796691 -0.0205659667385212 18.191301067105602
0.026439149516403,-0.007872348055796691 -0.0205659667385212 18.191301067105602,-0.008273996507250728 -0.012394853275829953 17.728268366293083
0.019448921360618127,-0.008273996507250728 -0.012394853275829953 17.728268366293083,-0.0077932806361562315 0.0026130599702402137 16.926789878125224
0.03073673417216953,-0.0077932806361562315 0.0026130599702402137 16.926789878125224,-0.006916280906447793 0.012369907787049076 16.346061411978607
0.06474966996342905,-0.006916280906447793 0.012369907787049076 16.346061411978607,-0.006004984457743694 0.012960083459849212 16.257144818201507
0.09232908484570039,-0.006004984457743694 0.012960083459849212 16.257144818201507,-0.006033284706361742 -0.0008129729619940616 16.81903292705965
0.10261719114707446,-0.006033284706361742 -0.0008129729619940616 16.81903292705965,-0.006479172687094807 -0.01233244049787584 17.95334397902801
0.0743195236279674,-0.006479172687094807 -0.01233244049787584 17.95334397902801,-0.00789985823940667 -0.025789925137214363 18.978905873117604
0.05172090377637134,-0.00789985823940667 -0.025789925137214363 18.978905873117604,-0.008237987282112086 -0.016223519059999233 19.120379308023885
0.013320380512193503,-0.008237987282112086 -0.016223519059999233 19.120379308023885,-0.00828631044372429 -0.003975466715088604 18.42082329528474
0.03362104539200514,-0.00828631044372429 -0.003975466715088604 18.42082329528474,-0.007790483446582601 0.004442772263655597 17.73958109453511
0.056345356643726766,-0.007790483446582601 0.004442772263655597 17.73958109453511,-0.00687332486355272 0.011153549844726999 17.46443493591592
0.07588524054873487,-0.00687332486355272 0.011153549844726999 17.46443493591592,-0.006926989238272262 6.867412211664439e-05 17.640680111413435
0.09920586189188202,-0.006926989238272262 6.867412211664439e-05 17.640680111413435,-0.006886023440405767 -0.005786684683081552 18.547499583813142
0.07380785797683304,-0.006886023440405767 -0.005786684683081552 18.547499583813142,-0.007424992871503034 -0.011822267068389729 19.48510909094094
0.06789710299907586,-0.007424992871503034 -0.011822267068389729 19.48510909094094,-0.00781024127400443 -0.012669197786050539 19.771335951031944
0.055687915343868494,-0.00781024127400443 -0.012669197786050539 19.771335951031944,-0.008259750200510108 -0.01191735759174595 19.788349900009685
0.0519907805503457,-0.008259750200510108 -0.01191735759174595 19.788349900009685,-0.0077758402123770335 0.00022851871656276446 19.74780042213477
0.04916691393663454,-0.0077758402123770335 0.00022851871656276446 19.74780042213477,-0.007826649146984655 -0.001107045096479149 19.44548635867915
0.08275714410383388,-0.007826649146984655 -0.001107045096479149 19.44548635867915,-0.007751917289494749 -0.0041958581714714015 19.585510648776296
0.07653554264083101,-0.007751917289494749 -0.0041958581714714015 19.585510648776296,-0.00827996236480475 -0.01124029160873566 20.296848219149954
0.07116261405683198,-0.00827996236480475 -0.01124029160873566 20.296848219149954,-0.008226814974192137 -0.007024364277764768 20.714217190964355
0.054792078371039735,-0.008226814974192137 -0.007024364277764768 20.714217190964355,-0.007787668435789348 0.001820149233275047 20.65703068030233
0.06882946476336926,-0.007787668435789348 0.001820149233275047 20.65703068030233,-0.007348817202762892 0.0037176153973471036 20.76701361846489
0.09397606284917515,-0.007348817202762892 0.0037176153973471036 20.76701361846489,-0.007334070717342421 -0.003359657500650903 21.220194383162756
0.10402964015783536,-0.007334070717342421 -0.003359657500650903 21.220194383162756,-0.008250319286980869 -0.01837133873011052 22.091480583256068
0.09116717070345365,-0.008250319286980869 -0.01837133873011052 22.091480583256068,-0.009136291128062517 -0.02263674154767597 23.088652032388847
0.053124832701235,-0.009136291128062517 -0.02263674154767597 23.088652032388847,-0.010047078145398588 -0.020714199972124814 23.221233127915422
0.0419448545486891,-0.010047078145398588 -0.020714199972124814 23.221233127915422,-0.009512283003490395 -0.0013405767650252476 22.740048600265716
0.03798678809969305,-0.009512283003490395 -0.0013405767650252476 22.740048600265716,-0.00913063838920471 0.005417524818696733 22.107417328382102
0.08559431082325923,-0.00913063838920471 0.005417524818696733 22.107417328382102,-0.008600461370711299 0.004079500373584698 21.953387420624217
0.10039389633534229,-0.008600461370711299 0.004079500373584698 21.953387420624217,-0.00866053615452111 -0.0040670525902814 22.734630457580604
0.10153892771039455,-0.00866053615452111 -0.0040670525902814 22.734630457580604,-0.009129244588625749 -0.012831155179067135 23.79577543932008
0.08807976068483299,-0.009129244588625749 -0.012831155179067135 23.79577543932008,-0.009082432003802633 -0.008403586399342203 24.38345868268964
0.07116793222700801,-0.009082432003802633 -0.008403586399342203 24.38345868268964,-0.009126742083704177 -0.005452440722409984 24.658045595162047
0.0870580830669642,-0.009126742083704177 -0.005452440722409984 24.658045595162047,-0.009540392956368023 -0.0111722902273561 24.81178707490949
0.09587678662498675,-0.009540392956368023 -0.0111722902273561 24.81178707490949,-0.009967344588814864 -0.014086586407268233 25.366738088676556
0.07921623588488302,-0.009967344588814864 -0.014086586407268233 25.366738088676556,-0.010454132143450048 -0.014000496035293656 25.935691131862214
0.07241053112511947,-0.010454132143450048 -0.014000496035293656 25.935691131862214,-0.009939077203286132 -0.0012740976870843634 25.967342446053692
0.0722073686970161,-0.009939077203286132 -0.0012740976870843634 25.967342446053692,-0.009537525013464741 0.0030592755495269727 25.940467649285
0.10810484912710033,-0.009537525013464741 0.0030592755495269727 25.940467649285,-0.009500885387051466 -0.004002519141535089 26.32305388201553
0.1224042299903731,-0.009500885387051466 -0.004002519141535089 26.32305388201553,-0.009962166939816795 -0.013721130267598414 27.386531464715027
0.10922220201675943,-0.009962166939816795 -0.013721130267598414 27.386531464715027,-0.010894459987286075 -0.021947677752919885 28.5598004726869
0.0901437599372919,-0.010894459987286075 -0.021947677752919885 28.5598004726869,-0.010815242552402071 -0.010927773981157504 28.989860605395815
0.0705426152651917,-0.010815242552402071 -0.010927773981157504 28.989860605395815,-0.01133658506358557 -0.011348570548551623 28.943822783721725
0.10110296234997057,-0.01133658506358557 -0.011348570548551623 28.943822783721725,-0.011226462006651209 -0.007898217824084872 29.10249974124874
0.09421336691309781,-0.011226462006651209 -0.007898217824084872 29.10249974124874,-0.011303101609534873 -0.006805285977157804 29.733870678661738
0.10488325684641733,-0.011303101609534873 -0.006805285977157804 29.733870678661738,-0.010792117915325264 -0.0009350183223796431 30.132632767016634
0.1119215771711842,-0.010792117915325264 -0.0009350183223796431 30.132632767016634,-0.010839402274496044 -0.005389553277057601 30.757422946509436
0.1345660235612143,-0.010839402274496044 -0.005389553277057601 30.757422946509436,-0.011246607575873525 -0.014312385302862721 31.648769430055196
0.12869879174075427,-0.011246607575873525 -0.014312385302862721 31.648769430055196,-0.012192454420265387 -0.0231940192395688 33.05272913043995
0.11064688690295646,-0.012192454420265387 -0.0231940192395688 33.05272913043995,-0.01257769939477898 -0.018302586650011644 33.74793173306513
0.09126852958129539,-0.01257769939477898 -0.018302586650011644 33.74793173306513,-0.013048067182250975 -0.014882600299645025 33.91482259328137
0.10458930138059139,-0.013048067182250975 -0.014882600299645025 33.91482259328137,-0.013454755846071729 -0.014698354304155918 34.102235489499776
0.10912250295450698,-0.013454755846071729 -0.014698354304155918 34.102235489499776,-0.013452606239385444 -0.009596492135202576 34.72014806555548
0.10682276529689702,-0.013452606239385444 -0.009596492135202576 34.72014806555548,-0.012981284682959799 -0.00142703805506458 34.955548769285855
0.12409235946348168,-0.012981284682959799 -0.00142703805506458 34.955548769285855,-0.013004536327385283 -0.005844880831934532 35.44840801294312
0.15041268397862617,-0.013004536327385283 -0.005844880831934532 35.44840801294312,-0.013445079201859467 -0.01555079748584583 36.71224085106904
0.14378830089036673,-0.013445079201859467 -0.01555079748584583 36.71224085106904,-0.013880397026592176 -0.018157643055208277 37.95249673107547
0.12662671732177563,-0.013880397026592176 -0.018157643055208277 37.95249673107547,-0.014327829843757519 -0.017271531254891448 38.690781978876345
0.12616607760400533,-0.014327829843757519 -0.017271531254891448 38.690781978876345,-0.015698844526456594 -0.028570496058472204 39.38227355708955
0.1296861102065597,-0.015698844526456594 -0.028570496058472204 39.38227355708955,-0.016045095669079124 -0.02104719822967494 40.16513919459813
0.09415069224475034,-0.016045095669079124 -0.02104719822967494 40.16513919459813,-0.01608572504377105 -0.009574080114815222 40.13493154353118
0.11485698576095263,-0.01608572504377105 -0.009574080114815222 40.13493154353118,-0.01652484773781879 -0.013068562912187807 40.16829373562279
-0.08251402554219311,-0.01652484773781879 -0.013068562912187807 40.16829373562279,-0.015526351686192043 0.02399477730499257 37.92494269896932
-0.08251402554219311,-0.015526351686192043 0.02399477730499257 37.92494269896932,-0.010860512083826305 0.07930626248096853 33.41595682085958
-0.08251402554219311,-0.010860512083826305 0.07930626248096853 33.41595682085958,-0.0047818202237583825 0.12088597364603688 28.9633115373598
-0.08251402554219311,-0.0047818202237583825 0.12088597364603688 28.9633115373598,0.003969099509803852 0.16955886055671568 24.96005803357255
-0.08251402554219311,0.003969099509803852 0.16955886055671568 24.96005803357255,0.014390165301122406 0.20958798100698822 21.294549703879017
-0.08251402554219311,0.014390165301122406 0.20958798100698822 21.294549703879017,0.028012012582088415 0.26522512150726313 17.518508786987994
0.8265087023740432,0.028012012582088415 0.26522512150726313 17.518508786987994,0.0389958760946615 0.1619449457926975 26.395774333670417
1.0,0.0389958760946615 0.1619449457926975 26.395774333670417,0.037693548694097224 -0.025667743870114876 46.53133046564945
1.0,0.037693548694097224 -0.025667743870114876 46.53133046564945,0.024954097395776902 -0.24366493221356747 68.47265444502118
0.7246439951328218,0.024954097395776902 -0.24366493221356747 68.47265444502118,0.0044651568419967385 -0.39607541144183356 85.2380221293637
0.2554939361108038,0.0044651568419967385 -0.39607541144183356 85.2380221293637,-0.01864841334468912 -0.442039975974836 92.10655075335124
-0.1830134088041726,-0.01864841334468912 -0.442039975974836 92.10655075335124,-0.039289336770423296 -0.39155713742766723 87.69735316422116
-0.479091265516165,-0.039289336770423296 -0.39155713742766723 87.69735316422116,-0.05256999038314218 -0.2578286444506987 74.06265457758597
-0.614100104640028,-0.05256999038314218 -0.2578286444506987 74.06265457758597,-0.055729333608027294 -0.07143097092963946 56.0577009176082
-0.5506397520756835,-0.055729333608027294 -0.07143097092963946 56.0577009176082,-0.050131719479520165 0.09887570634866814 37.906015476219146
-0.2916673875604805,-0.050131719479520165 0.09887570634866814 37.906015476219146,-0.03889702354539463 0.20642369358152557 25.175992357634097
0.020428255789625205,-0.03889702354539463 0.20642369358152557 25.175992357634097,-0.025592554419460484 0.24305413657321678 20.050777429476867
0.2883174883635026,-0.025592554419460484 0.24305413657321678 20.050777429476867,-0.013787489293796005 0.21453151662161518 22.24952875706633
0.47312583097640715,-0.013787489293796005 0.21453151662161518 22.24952875706633,-0.00745428197871466 0.11998237386148644 30.1799828651582
0.5484823558866709,-0.00745428197871466 0.11998237386148644 30.1799828651582,-0.0076617354052797276 -0.0036105255967 40.783279923072186
0.4570919812836598,-0.0076617354052797276 -0.0036105255967 40.783279923072186,-0.013183827576502934 -0.10598555164817589 50.78827349919489
0.24994117515880013,-0.013183827576502934 -0.10598555164817589 50.78827349919489,-0.021672098972960224 -0.16164889469664104 56.0883581860365
0.031997841436105234,-0.021672098972960224 -0.16164889469664104 56.0883581860365,-0.030068009074227874 -0.16147646743176158 56.345291719974625
-0.1456248382701773,-0.030068009074227874 -0.16147646743176158 56.345291719974625,-0.03518320680784284 -0.10517405961173797 51.25008680287705
-0.23178185746069285,-0.03518320680784284 -0.10517405961173797 51.25008680287705,-0.03685141618954807 -0.033478082585302396 43.37856760249097
-0.19466141148448018,-0.03685141618954807 -0.033478082585302396 43.37856760249097,-0.03445222670132005 0.03853756904290021 35.53344421971395
-0.10771107886653714,-0.03445222670132005 0.03853756904290021 35.53344421971395,-0.029044211768795996 0.09493802164047038 29.30264894900881
0.023190326255529525,-0.029044211768795996 0.09493802164047038 29.30264894900881,-0.022408240439420874 0.11930606510918035 26.218624522305202
0.16227149062152718,-0.022408240439420874 0.11930606510918035 26.218624522305202,-0.017649456934009412 0.09217148569189673 26.627512023771295
0.2645237225859367,-0.017649456934009412 0.09217148569189673 26.627512023771295,-0.015070033371050704 0.04511596974020575 30.3342778680711
0.2538300221766102,-0.015070033371050704 0.04511596974020575 30.3342778680711,-0.014283996471691277 0.0075951542266205 34.58961621694047
0.2002995678239138,-0.014283996471691277 0.0075951542266205 34.58961621694047,-0.01619899399693571 -0.03438502851608158 37.81753614652243
0.15500788177074726,-0.01619899399693571 -0.03438502851608158 37.81753614652243,-0.019743638688346263 -0.06727623371786545 39.94120468537598
0.06204808203092671,-0.019743638688346263 -0.06727623371786545 39.94120468537598,-0.022797750148706112 -0.06449813316129495 40.056613528363684
-0.03575753085239608,-0.022797750148706112 -0.06449813316129495 40.056613528363684,-0.0240843485645465 -0.03190665042253303 37.64206129925369
-0.060473479248318196,-0.0240843485645465 -0.03190665042253303 37.64206129925369,-0.0245077921357703 -0.007317420122663062 33.96489207061063
-0.016843220504104583,-0.0245077921357703 -0.007317420122663062 33.96489207061063,-0.02259470189213567 0.025683121064400228 31.04707250396283
0.006412511422121903,-0.02259470189213567 0.025683121064400228 31.04707250396283,-0.019972876808109864 0.046007837192959325 28.66433670902422
0.08062976030859101,-0.019972876808109864 0.046007837192959325 28.66433670902422,-0.016836265004234206 0.05230998163977753 27.800881771532183
0.13671627140057524,-0.016836265004234206 0.05230998163977753 27.800881771532183,-0.015150004183448031 0.03212965080531398 28.47003235673649
0.17761973853121935,-0.015150004183448031 0.03212965080531398 28.47003235673649,-0.01521776750534771 -0.0016299778396830326 30.67998129490463
0.15312882632129,-0.01521776750534771 -0.0016299778396830326 30.67998129490463,-0.015652579551491862 -0.01631914799576779 32.63632607089617
0.09071511243666736,-0.015652579551491862 -0.01631914799576779 32.63632607089617,-0.017080849378159464 -0.02734792837729816 33.39702051288726
0.06755574563350614,-0.017080849378159464 -0.02734792837729816 33.39702051288726,-0.018337842684140817 -0.028488268013122806 33.084233805045
0.032632407241206085,-0.018337842684140817 -0.028488268013122806 33.084233805045,-0.01971539677878704 -0.026540451436356083 32.376803478172924
0.014043187429559678,-0.01971539677878704 -0.026540451436356083 32.376803478172924,-0.019133415108524333 -0.0006523230432884143 30.665833438818485
-0.0017781486743135844,-0.019133415108524333 -0.0006523230432884143 30.665833438818485,-0.01832624974012286 0.014741824436296843 28.704525356627453
0.05154708058663085,-0.01832624974012286 0.014741824436296843 28.704525356627453,-0.016898431546134587 0.021519354128540828 27.27646705002453
0.08027163348671859,-0.016898431546134587 0.021519354128540828 27.27646705002453,-0.016097702800460644 0.014631467469357541 27.23317358893022
0.0995497231627124,-0.016097702800460644 0.014631467469357541 27.23317358893022,-0.015178761459497031 0.010906739451235655 27.580302439705562
0.09130828941326391,-0.015178761459497031 0.010906739451235655 27.580302439705562,-0.014797013508890995 0.004518527452222233 28.009997763046492
0.09506977322579593,-0.014797013508890995 0.004518527452222233 28.009997763046492,-0.01525383097515643 -0.009245029005003349 28.345390308004315
0.08752401907623705,-0.01525383097515643 -0.009245029005003349 28.345390308004315,-0.016138464968502405 -0.019139420296314342 28.678715091932997
0.05283630147832066,-0.016138464968502405 -0.019139420296314342 28.678715091932997,-0.017062313023402755 -0.01992205113879309 28.657391154201957
0.022790682826285907,-0.017062313023402755 -0.01992205113879309 28.657391154201957,-0.016997144309399383 -0.005566158951224868 27.51464873030578
0.0109958075196179,-0.016997144309399383 -0.005566158951224868 27.51464873030578,-0.01657302643707868 0.005912235157730649 26.020550983078476
0.03623105799945328,-0.01657302643707868 0.005912235157730649 26.020550983078476,-0.015629515661558287 0.013576333863179645 24.69345147278901
0.055507586593459696,-0.015629515661558287 0.013576333863179645 24.69345147278901,-0.014787167013210964 0.013899881941857473 24.232245179928256
0.07261249424646918,-0.014787167013210964 0.013899881941857473 24.232245179928256,-0.014367891818522082 0.00664323778996897 24.26504470001063
0.07844089001043605,-0.014367891818522082 0.00664323778996897 24.26504470001063,-0.01389118185710465 0.004000141048396662 24.300218122215725
0.06592781837615058,-0.01389118185710465 0.004000141048396662 24.300218122215725,-0.013959835885790887 -0.0019059081362731282 24.41671921928666
0.06498658997121884,-0.013959835885790887 -0.0019059081362731282 24.41671921928666,-0.01391603888854585 -0.0034094863491906952 24.204395697653005
0.05121929730349148,-0.01391603888854585 -0.0034094863491906952 24.204395697653005,-0.014883299193987252 -0.014757586396993119 23.99650789541958
0.04634765322893725,-0.014883299193987252 -0.014757586396993119 23.99650789541958,-0.015262001908207819 -0.012435305926511757 23.699316198062018
0.007475542557268011,-0.015262001908207819 -0.012435305926511757 23.699316198062018,-0.014819589058135808 0.0032744971516696277 22.539048126275087
0.0065102501668098944,-0.014819589058135808 0.0032744971516696277 22.539048126275087,-0.013476248819463953 0.02030215687334965 21.149123528818645
0.038797341253890394,-0.013476248819463953 0.02030215687334965 21.149123528818645,-0.012606344195960023 0.017589335915877344 20.15752605934951
0.08181792020209674,-0.012606344195960023 0.017589335915877344 20.15752605934951,-0.011659377763623802 0.013057414552095026 20.048679673358237
0.07631925955803684,-0.011659377763623802 0.013057414552095026 20.048679673358237,-0.011784724842725315 -0.00036464408560617093 20.652006202804884
0.07466657708282604,-0.011784724842725315 -0.00036464408560617093 20.652006202804884,-0.01221117390427842 -0.01030988844971657 21.163302119625563
0.046521210387509726,-0.01221117390427842 -0.01030988844971657 21.163302119625563,-0.01218696081036568 -0.005230303305551066 21.0239633667188
0.022677093478399968,-0.01218696081036568 -0.005230303305551066 21.0239633667188,-0.012230659125259152 -0.0015218389584346938 20.35963837308959
0.03382405130500224,-0.012230659125259152 -0.0015218389584346938 20.35963837308959,-0.011728249724349486 0.004813028923584133 19.606343487036302
0.03663097472275045,-0.011728249724349486 0.004813028923584133 19.606343487036302,-0.01176242037247514 0.0008107990837242967 18.874857230436703
0.05069804941424101,-0.01176242037247514 0.0008107990837242967 18.874857230436703,-0.011277902817219895 0.003827528474770152 18.61929490140615
0.034753618845791034,-0.011277902817219895 0.003827528474770152 18.61929490140615,-0.011838840772467905 -0.005926414255075337 18.45948074042416
0.044902461078045255,-0.011838840772467905 -0.005926414255075337 18.45948074042416,-0.011258397610513032 0.00209218148699436 18.040522969693907
0.014505382151854734,-0.011258397610513032 0.00209218148699436 18.040522969693907,-0.010911545262304362 0.007018997968383149 17.299580404809994
0.03617422611855925,-0.010911545262304362 0.007018997968383149 17.299580404809994,-0.010432513476523643 0.007016507156693888 16.739042019970846
0.045360129596063864,-0.010432513476523643 0.007016507156693888 16.739042019970846,-0.009987830947878088 0.006135524003732272 16.463728253039495
0.04574972231264689,-0.009987830947878088 0.006135524003732272 16.463728253039495,-0.010006280354042274 6.921473376954811e-05 16.14593975217726
0.04606628774119338,-0.010006280354042274 6.921473376954811e-05 16.14593975217726,-0.010002994575229799 -0.00220615280027922 16.034515302613702
0.028834455843529866,-0.010002994575229799 -0.00220615280027922 16.034515302613702,-0.010510204680650122 -0.007662275529807876 15.863161249403179
0.022543614618393326,-0.010510204680650122 -0.007662275529807876 15.863161249403179,-0.010454205354833159 -0.0029724351525922555 15.36430503179933
0.002814366607413049,-0.010454205354833159 -0.0029724351525922555 15.36430503179933,-0.010015156775119811 0.006145817410163812 14.340510551250306
0.010380113700497698,-0.010015156775119811 0.006145817410163812 14.340510551250306,-0.00864855246184713 0.020227334422531364 13.347359258571373
0.02812965427777976,-0.00864855246184713 0.020227334422531364 13.347359258571373,-0.007362425705882975 0.023302945873582157 12.828825290963353
0.06770903013976001,-0.007362425705882975 0.023302945873582157 12.828825290963353,-0.006933384265155901 0.009447876663990456 13.093980372932062
0.08427793044684326,-0.006933384265155901 0.009447876663990456 13.093980372932062,-0.006904878956196843 -0.00227138187913368 13.768680366155388
0.058147787999636595,-0.006904878956196843 -0.00227138187913368 13.768680366155388,-0.0074020897747868195 -0.009930350008248885 14.21499386517562
0.036261731758642946,-0.0074020897747868195 -0.009930350008248885 14.21499386517562,-0.007853498873915546 -0.010649745714397627 14.266805924313422
0.016553135875223016,-0.007853498873915546 -0.010649745714397627 14.266805924313422,-0.008320924685731507 -0.00936283760102065 13.982768478968456
0.01050844159958142,-0.008320924685731507 -0.00936283760102065 13.982768478968456,-0.007807655501472471 0.003480399403909331 13.247346398398353
0.006258919583314038,-0.007807655501472471 0.003480399403909331 13.247346398398353,-0.006934266646129814 0.014000347192435017 12.296602407805342
0.03603007921446824,-0.006934266646129814 0.014000347192435017 12.296602407805342,-0.0060276862963746505 0.01514575341396116 11.745727198535963
0.06230195797563351,-0.0060276862963746505 0.01514575341396116 11.745727198535963,-0.005142679597289765 0.013097441701424909 11.991341582515572
0.07001242018637828,-0.005142679597289765 0.013097441701424909 11.991341582515572,-0.004754794098181422 0.005747518239672172 12.762439120502123
0.07654759740947661,-0.004754794098181422 0.005747518239672172 12.762439120502123,-0.005212417920358498 -0.008566670842390475 13.548711738990024
0.06962672484109192,-0.005212417920358498 -0.008566670842390475 13.548711738990024,-0.005611842886932585 -0.01251788774167004 14.109663830981393
0.037377002657941874,-0.005611842886932585 -0.01251788774167004 14.109663830981393,-0.006560315893179906 -0.01704199942308144 14.143449096242543
0.02845206074462571,-0.006560315893179906 -0.01704199942308144 14.143449096242543,-0.006964002170898045 -0.012064921739584658 13.965053901676699
0.0079793473540678,-0.006964002170898045 -0.012064921739584658 13.965053901676699,-0.006984221188862964 -0.0030499462368487225 13.447313446943872
0.014037181366911386,-0.006984221188862964 -0.0030499462368487225 13.447313446943872,-0.006499777939043256 0.005551918923953671 12.666269748750784
0.030901522308540888,-0.006499777939043256 0.005551918923953671 12.666269748750784,-0.005112288309235908 0.018812072782652275 12.022589579866292
0.04992608697300063,-0.005112288309235908 0.018812072782652275 12.022589579866292,-0.004300944771289854 0.015583778066061711 12.009305652750616
0.0906862836217556,-0.004300944771289854 0.015583778066061711 12.009305652750616,-0.0033690235779785206 0.01117068183201336 12.879852738005185
0.09148886835101408,-0.0033690235779785206 0.01117068183201336 12.879852738005185,-0.003917126590465572 -0.007951525238265518 14.139252836714606
0.09811099797403841,-0.003917126590465572 -0.007951525238265518 14.139252836714606,-0.0047368608645281555 -0.0202249394254339 15.277816489132068
0.057436724264820466,-0.0047368608645281555 -0.0202249394254339 15.277816489132068,-0.006123392793222887 -0.02688147462728565 15.850408900917376
0.02913505344694728,-0.006123392793222887 -0.02688147462728565 15.850408900917376,-0.0069783161804456385 -0.020847970650420704 15.718403192017307
0.0034598432995074646,-0.0069783161804456385 -0.020847970650420704 15.718403192017307,-0.007441964269287593 -0.011091446624469228 15.104636751607323
0.007642662085776297,-0.007441964269287593 -0.011091446624469228 15.104636751607323,-0.006919798120436261 0.0038060647117661656 14.048126878791303
0.020782080793080332,-0.006919798120436261 0.0038060647117661656 14.048126878791303,-0.005565766230209984 0.019263297462380657 13.17708703059383
0.052848304759883974,-0.005565766230209984 0.019263297462380657 13.17708703059383,-0.004260220914715881 0.02164704187449567 13.016520276265586
0.09657500618622653,-0.004260220914715881 0.02164704187449567 13.016520276265586,-0.0038467541889319985 0.007031586573084806 13.948718054055316
0.11468716606597383,-0.0038467541889319985 0.007031586573084806 13.948718054055316,-0.003836032524254857 -0.0051552249692349145 15.499525766278738
0.09214056859487128,-0.003836032524254857 -0.0051552249692349145 15.499525766278738,-0.004775620941034486 -0.018708151177924664 16.643065230764176
0.07624957055283028,-0.004775620941034486 -0.018708151177924664 16.643065230764176,-0.006098638416493286 -0.027593444704493764 17.430968866327994
0.04368748958139278,-0.006098638416493286 -0.027593444704493764 17.430968866327994,-0.007448795888299921 -0.02808765942237453 17.762872530334683
0.015187889658968307,-0.007448795888299921 -0.02808765942237453 17.762872530334683,-0.007841071539893357 -0.014036534924412742 17.223183479940587
0.0025132534348984714,-0.007841071539893357 -0.014036534924412742 17.223183479940587,-0.007367125874327387 0.0035798348732185466 16.02705885749217
0.02721190922630122,-0.007367125874327387 0.0035798348732185466 16.02705885749217,-0.005998303145977234 0.01898944413419537 15.176487811041563
0.06405688124338559,-0.005998303145977234 0.01898944413419537 15.176487811041563,-0.005159879233762299 0.014999640083721436 15.235512253690333
0.10799723785030285,-0.005159879233762299 0.014999640083721436 15.235512253690333,-0.004677325514328992 0.004337209534914166 16.15128444939753
0.1078811626721898,-0.004677325514328992 0.004337209534914166 16.15128444939753,-0.00517645600273991 -0.010952759775458086 17.411694494225777
0.09530600417376459,-0.00517645600273991 -0.010952759775458086 17.411694494225777,-0.006079327643938468 -0.02086563798021045 18.649838735224655
0.06424922066248838,-0.006079327643938468 -0.02086563798021045 18.649838735224655,-0.007451497738788168 -0.027446343033837774 19.40238064530365
0.04149821578207066,-0.007451497738788168 -0.027446343033837774 19.40238064530365,-0.007809142999565501 -0.01567004039745496 19.276689341189705
0.01765243083649798,-0.007809142999565501 -0.01567004039745496 19.276689341189705,-0.00782923805376175 -0.0038331116217098556 18.464775655397663
0.040765991955291125,-0.00782923805376175 -0.0038331116217098556 18.464775655397663,-0.007347644291724608 0.003955693345539397 17.953200284959944
0.06187798576729586,-0.007347644291724608 0.003955693345539397 17.953200284959944,-0.006429987888857588 0.010651174667241888 17.788861066124586
0.08118641210845752,-0.006429987888857588 0.010651174667241888 17.788861066124586,-0.006485755748572229 -0.00041176616970667757 18.081056156336253
0.1053982922743593,-0.006485755748572229 -0.00041176616970667757 18.081056156336253,-0.006450604243999808 -0.006387462141341872 19.186421593672033
0.08099519868555423,-0.006450604243999808 -0.006387462141341872 19.186421593672033,-0.007438727800944305 -0.01818357185903121 20.176975014422247
0.07639009783943435,-0.007438727800944305 -0.01818357185903121 20.176975014422247,-0.007781587068094603 -0.015321280640406634 20.60424352558099
0.0462097782606309,-0.007781587068094603 -0.015321280640406634 20.60424352558099,-0.007822636072678121 -0.006177219512924324 20.602412651276257
0.052934270740228315,-0.007822636072678121 -0.006177219512924324 20.602412651276257,-0.00781064354330655 -0.003402785788546461 20.391617082079364
0.07417889573683248,-0.00781064354330655 -0.003402785788546461 20.391617082079364,-0.007295387742392048 0.0018388527456056937 20.310512285781705
